"ResultId","WordLength","Date","Journal","Risk","Year","Focus","Facts.Causes","Facts.Mitigation","Facts.Populations","Framing.Causes","Framing.Mitigation","Framing.Solutions","Framing.Populations","Sentiment","Threat","Demographics"
"urn:contentItem:5D83-RCW1-JC8F-K516-00000-00",479,"2014-09-28 00:00:00+00:00","Star Tribune","Flu",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0 Neutral","1 Not at all",""
"urn:contentItem:5H1N-KPN1-DXY4-X0VK-00000-00",1419,"2015-09-29 00:00:00+00:00","New York Times","Flu",2015,"Mentions once","Environmental","Other behavior, Policy, Community solutions","Age = older","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","-3","5",""
"urn:contentItem:5GPP-XN11-JBKK-51TY-00000-00",1570,"2015-08-18 00:00:00+00:00","New York Times","Flu",2015,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5H53-JPD1-JBKK-501V-00000-00",838,"2015-10-12 00:00:00+00:00","New York Times","Flu",2015,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5FCV-2BV1-JC8N-K504-00000-00",1581,"2015-02-26 00:00:00+00:00","USA Today","Flu",2015,"Mentions once","Not mentioned and not implied","Medication","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-1","2",""
"urn:contentItem:5FP9-KS61-DYRH-91X7-00000-00",552,"2015-04-04 00:00:00+00:00","Star Tribune","Flu",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5JHF-X8T1-DXY4-X0VJ-00000-00",530,"2016-04-12 00:00:00+00:00","New York Times","Flu",2016,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5J3H-P471-JBG3-63SS-00000-00",234,"2016-02-16 00:00:00+00:00","New York Times","Flu",2016,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:5KBJ-50M1-DYTM-N04X-00000-00",1555,"2016-07-29 00:00:00+00:00","Tampa Bay Times","Flu",2016,"Mentions once","Not mentioned and not implied","Medication","Not mentioned and not implied","Not mentioned and not implied","50","0","Not mentioned and not implied","0","2",""
"urn:contentItem:5JKT-H8J1-DXY4-X15F-00000-00",1098,"2016-04-23 00:00:00+00:00","New York Times","Flu",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:5K6W-76G1-JBG3-6010-00000-00",239,"2016-07-12 00:00:00+00:00","New York Times","Flu",2016,"Mostly","Not mentioned and not implied","['Medical procedures', 'Innovations/Technology']","['Gender = female', 'Age = infants', 'Age = unborn', 'Age = pregnant women']","Not mentioned and not implied","50","50","Mostly collective","-2","6",""
"urn:contentItem:5MYG-NYG1-JBG3-618Y-00000-00",723,"2017-02-25 00:00:00+00:00","New York Times","Flu",2017,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","-5","4",""
"urn:contentItem:5NNY-R4K1-DYTM-N23N-00000-00",1243,"2017-05-31 00:00:00+00:00","Tampa Bay Times","Flu",2017,"Slightly","['Not mentioned and not implied']","['Medical procedures', 'Innovations/Technology']","['Age = child']","Not mentioned and not implied","70","Mostly individual","Mostly individual","-5","8",""
"urn:contentItem:5NYP-M231-DXY4-X2RX-00000-00",1083,"2017-01-12 00:00:00+00:00","New York Times","Flu",2017,"Mentions once","Not mentioned and not implied","Community solutions","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","1",""
"urn:contentItem:5MYB-6681-DYTM-N1V2-00000-00",651,"2017-02-24 00:00:00+00:00","Tampa Bay Times","Flu",2017,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 Neutral","1 Not at all",""
"urn:contentItem:5NTC-84D1-JBG3-654P-00000-00",465,"2017-06-17 00:00:00+00:00","New York Times","Flu",2017,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","1",""
"urn:contentItem:5RYW-Y4M1-JC8F-K02F-00000-00",1169,"2018-03-27 00:00:00+00:00","Star Tribune","Flu",2018,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","2",""
"urn:contentItem:5S6H-M041-JBG3-61D4-00000-00",773,"2018-04-27 00:00:00+00:00","New York Times","Flu",2018,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5SY7-7MY1-DXY4-X554-00000-00",1230,"2018-08-03 00:00:00+00:00","New York Times","Flu",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5RMY-B011-DYRH-9007-00000-00",339,"2018-02-12 00:00:00+00:00","Star Tribune","Flu",2018,"Mostly","Not mentioned and not implied","['Medication', 'Innovations/Technology', 'Policy']","[{'Age': 'young-adult'}]","Not mentioned and not implied","70","80","Mostly collective","-6","9",""
"urn:contentItem:5RD4-83Y1-JC8F-K3SJ-00000-00",231,"2018-01-12 00:00:00+00:00","Star Tribune","Flu",2018,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","4",""
"urn:contentItem:5XR0-SS21-DXY4-X136-00000-00",1460,"2019-12-11 00:00:00+00:00","New York Times","Flu",2019,"Mentions once","Not mentioned and not implied","Policy","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","4",""
"urn:contentItem:5WST-8F61-DXY4-X4GK-00000-00",649,"2019-08-06 00:00:00+00:00","New York Times","Flu",2019,"Mentions once","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:5Y0D-WRJ1-DYRH-953S-00000-00",705,"2019-12-21 00:00:00+00:00","Star Tribune","Flu",2019,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5VX7-TC21-DYRR-928K-00000-00",769,"2019-04-18 00:00:00+00:00","USA Today","Flu",2019,"Mentions once","Not mentioned and not implied","Other behavior","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","2",""
"urn:contentItem:5V7G-04M1-DXY4-X0K3-00000-00",1094,"2019-01-19 00:00:00+00:00","New York Times","Flu",2019,"Slightly","Not mentioned and not implied","['Policy']","Not mentioned and not implied","Not mentioned and not implied","100","90","Mostly collective","-5","5",""
"urn:contentItem:6088-YGH1-DYRR-92CJ-00000-00",778,"2020-07-02 00:00:00+00:00","USA Today","Flu",2020,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:610M-R8R1-JBG3-616K-00000-00",1197,"2020-10-05 00:00:00+00:00","New York Times","Flu",2020,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5YP2-23R1-DYRH-900F-00000-00",1032,"2020-03-03 00:00:00+00:00","Star Tribune","Flu",2020,"Mentions once","Not mentioned and not implied","Other behavior","Demographics of person with health risk or at-risk populations, [Age = elderly]","Not mentioned and not implied","50","70","Both","1","3",""
"urn:contentItem:60ST-71W1-DXY4-X037-00000-00",1263,"2020-09-08 00:00:00+00:00","New York Times","Flu",2020,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:60X0-HNC1-JC8N-K0HR-00000-00",1401,"2020-09-23 00:00:00+00:00","USA Today","Flu",2020,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3WB9-3W60-000W-64PR-00000-00",291,"1999-04-25 00:00:00+00:00","Tampa Bay Times","Diabetes",1999,"Mentions once","Not mentioned and not implied","['Medical procedures', 'Not mentioned and not implied']","{'Age': 'older adults'}","Not mentioned and not implied","50","0","Mostly collective","0","5",""
"urn:contentItem:3XBJ-2190-00RP-K1R0-00000-00",1614,"1999-09-06 00:00:00+00:00","New York Times","Diabetes",1999,"Mentions once","['Lifestyle', 'Not mentioned and not implied']","['Diet', 'Exercise', 'Not mentioned and not implied']","['Age = older', 'Not mentioned and not implied']","Not mentioned and not implied","100","Mostly individual","Mostly collective","0","4",""
"urn:contentItem:3WCH-1XK0-007F-G4DK-00000-00",5164,"1999-05-02 00:00:00+00:00","New York Times","Diabetes",1999,"Mentions once","Not mentioned and not implied","Medication","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","4",""
"urn:contentItem:3XDC-1650-000W-648J-00000-00",2842,"1999-09-14 00:00:00+00:00","Tampa Bay Times","Diabetes",1999,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:3WJC-5640-007F-G2JP-00000-00",1795,"1999-05-25 00:00:00+00:00","New York Times","Diabetes",1999,"Slightly","Lifestyle","['Diet', 'Exercise']","Not mentioned and not implied","Not mentioned and not implied","70","20","Mostly collective","0","5",""
"urn:contentItem:40YH-51J0-00MH-F4K9-00000-00",1082,"2000-08-13 00:00:00+00:00","New York Times","Diabetes",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","2",""
"urn:contentItem:41KV-8KH0-00MH-F4W6-00000-00",3436,"2000-11-07 00:00:00+00:00","New York Times","Diabetes",2000,"Mentions once","Not mentioned and not implied","Medical procedures, Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","70","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:4122-0040-00MH-F3XT-00000-00",292,"2000-08-25 00:00:00+00:00","New York Times","Diabetes",2000,"Mentions once","Not mentioned and not implied","Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","50","100","Only collective","0","3",""
"urn:contentItem:3YHK-P830-00MH-F341-00000-00",869,"2000-02-08 00:00:00+00:00","New York Times","Diabetes",2000,"Mentions once","Not mentioned and not implied","Policy","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:40JF-TH70-00C6-D3JG-00000-00",634,"2000-06-22 00:00:00+00:00","USA Today","Diabetes",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 (Neutral)","1 (Not at all)",""
"urn:contentItem:43N7-Y180-010F-K4T2-00000-00",534,"2001-07-27 00:00:00+00:00","USA Today","Diabetes",2001,"Mentions once","Not mentioned and not implied","['Medication', 'Other behavior', 'Innovations/Technology']","Not mentioned and not implied","Not mentioned and not implied","60","20","Mostly individual","5","5",""
"urn:contentItem:43M1-2S90-010G-11F2-00000-00",871,"2001-07-28 00:00:00+00:00","Tampa Bay Times","Diabetes",2001,"Mentions once","['Not mentioned and not implied']","['Other behavior']","['SES = affluent']","Not mentioned and not implied","75","0","Mostly individual","0","1",""
"urn:contentItem:43VK-DC80-00J2-34JM-00000-00",1250,"2001-08-27 00:00:00+00:00","Star Tribune","Diabetes",2001,"Mentions once","Not mentioned and not implied","Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","1",""
"urn:contentItem:44PD-1M20-0109-T4Y7-00000-00",935,"2001-12-18 00:00:00+00:00","New York Times","Diabetes",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 (Neutral)","1 (Not at all)",""
"urn:contentItem:4237-YN90-0109-T3CX-00000-00",939,"2001-01-09 00:00:00+00:00","New York Times","Diabetes",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Demographics of person with health risk or at-risk populations, e.g., [Race = white, Gender = female, Age = young-adult, SES = poor] etc. If none are described say Not mentioned and not implied.","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 (Neutral)","3 (Slightly)",""
"urn:contentItem:4565-3C00-010G-11WR-00000-00",540,"2002-02-20 00:00:00+00:00","Tampa Bay Times","Diabetes",2002,"Slightly","Not mentioned and not implied","['Medication', 'Diet']","['Not mentioned and not implied']","Not mentioned and not implied","50","50","Both","-5","8",""
"urn:contentItem:451N-PCH0-010G-11VC-00000-00",565,"2002-01-30 00:00:00+00:00","Tampa Bay Times","Diabetes",2002,"Mentions once","Not mentioned and not implied","['Medication', 'Exercise', 'Other behavior']","{'Age': 'child'}","Not mentioned and not implied","70","0","Mostly individual","2","3",""
"urn:contentItem:44VW-8N10-01CN-H39P-00000-00",1263,"2002-01-08 00:00:00+00:00","New York Times","Diabetes",2002,"Slightly","Lifestyle","['Medication', 'Other behavior']","{'Age': 'elderly'}","Not mentioned and not implied","50","0","Mostly individual","-2","4",""
"urn:contentItem:456C-20G0-010G-122N-00000-00",709,"2002-02-20 00:00:00+00:00","Tampa Bay Times","Diabetes",2002,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:45Y1-0490-010F-K33T-00000-00",288,"2002-05-29 00:00:00+00:00","USA Today","Diabetes",2002,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:48WX-2620-01KN-22RT-00000-00",1511,"2003-06-22 00:00:00+00:00","New York Times","Diabetes",2003,"Mentions once","['Not mentioned and not implied']","['Exercise']","['Not mentioned and not implied']","Not mentioned and not implied","50","0","Mostly individual","0","3",""
"urn:contentItem:4B73-HCJ0-01DF-Y0DF-00000-00",235,"2003-12-13 00:00:00+00:00","Tampa Bay Times","Diabetes",2003,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:49WX-KK20-01DF-Y059-00000-00",357,"2003-10-31 00:00:00+00:00","Tampa Bay Times","Diabetes",2003,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Age = older adults, Medical conditions = chronic heart, kidney, lung conditions, metabolic diseases like diabetes, weakened immune system","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","1",""
"urn:contentItem:49J7-F190-01KN-23DG-00000-00",1332,"2003-09-16 00:00:00+00:00","New York Times","Diabetes",2003,"Mentions once","['Lifestyle']","['Diet', 'Other behavior']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","5",""
"urn:contentItem:48T5-FP60-00J2-341S-00000-00",2415,"2003-06-07 00:00:00+00:00","Star Tribune","Diabetes",2003,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4C15-NG20-TW8F-G2GJ-00000-00",2145,"2004-03-26 00:00:00+00:00","New York Times","Diabetes",2004,"Mentions once","Not mentioned and not implied","Diet","Race = Jewish, Gender = Female, Age = Elderly","Not mentioned and not implied","60","Not mentioned and not implied","Mostly individual","1","2",""
"urn:contentItem:4BSM-X4R0-00J2-31GV-00000-00",4894,"2004-02-24 00:00:00+00:00","Star Tribune","Diabetes",2004,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4F4G-8WJ0-TW8F-G375-00000-00",154,"2004-12-29 00:00:00+00:00","New York Times","Diabetes",2004,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 Neutral","1",""
"urn:contentItem:4BNF-CRT0-00J2-306X-00000-00",1891,"2004-02-08 00:00:00+00:00","Star Tribune","Diabetes",2004,"Mentions once","Not mentioned and not implied","Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","30","10","Mostly collective","2","2",""
"urn:contentItem:4D4K-5800-010F-K16R-00000-00",641,"2004-08-20 00:00:00+00:00","USA Today","Diabetes",2004,"Mentions once","Not mentioned and not implied","Medical procedures","Gender = male, Age = elderly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","7",""
"urn:contentItem:4FXN-56M0-TW8F-G29H-00000-00",451,"2005-04-12 00:00:00+00:00","New York Times","Diabetes",2005,"Slightly","Not mentioned and not implied","Medication","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","3",""
"urn:contentItem:4H8N-8R70-00J2-312D-00000-00",5957,"2005-10-06 00:00:00+00:00","Star Tribune","Diabetes",2005,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4G9Y-S880-TW8F-G1R1-00000-00",1031,"2005-06-03 00:00:00+00:00","New York Times","Diabetes",2005,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:4H8X-7G60-00J2-315D-00000-00",330,"2005-10-07 00:00:00+00:00","Star Tribune","Diabetes",2005,"Slightly","Not mentioned and not implied","Medical procedures","Age = middle-aged","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","8",""
"urn:contentItem:4F79-TF60-01DF-Y0MV-00000-00",454,"2005-01-11 00:00:00+00:00","Tampa Bay Times","Diabetes",2005,"Mentions once","Not mentioned and not implied","['Diet']","Not mentioned and not implied","Not mentioned and not implied","10","0","Not mentioned and not implied","0","1",""
"urn:contentItem:4J0W-RVG0-TW8F-G1ST-00000-00",1295,"2006-01-10 00:00:00+00:00","New York Times","Diabetes",2006,"Mentions once","Not mentioned and not implied","Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0 Neutral","1 Not at all",""
"urn:contentItem:4M1B-6080-TX4Y-7223-00000-00",1640,"2006-10-01 00:00:00+00:00","Tampa Bay Times","Diabetes",2006,"Mentions once","Not mentioned and not implied","['Exercise']","Not mentioned and not implied","Not mentioned and not implied","50","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4K0V-3WW0-TW8F-G1YX-00000-00",223,"2006-05-21 00:00:00+00:00","New York Times","Diabetes",2006,"Slightly","['Environmental', 'Lifestyle']","['Not mentioned and not implied']","[{'SES': 'poor'}]","30","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","-5","4",""
"urn:contentItem:4J0R-B310-TX31-W325-00000-00",761,"2006-01-09 00:00:00+00:00","USA Today","Diabetes",2006,"Mentions once","Not mentioned and not implied","['Medication']","Not mentioned and not implied","Not mentioned and not implied","80","20","Both","-4","6",""
"urn:contentItem:4MDD-V340-TX4Y-71TG-00000-00",541,"2006-11-22 00:00:00+00:00","Tampa Bay Times","Diabetes",2006,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","1",""
"urn:contentItem:4N77-Y4H0-TX4Y-73DR-00000-00",2357,"2007-02-24 00:00:00+00:00","Tampa Bay Times","Diabetes",2007,"Not at all","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4NG8-WK10-TX2T-W230-00000-00",567,"2007-04-09 00:00:00+00:00","Star Tribune","Diabetes",2007,"Mentions once","Not mentioned and not implied","['Innovations/Technology']","Not mentioned and not implied","Not mentioned and not implied","50","30","Mostly individual","0","3",""
"urn:contentItem:4P3W-KC20-TX4Y-7391-00000-00",557,"2007-07-03 00:00:00+00:00","Tampa Bay Times","Diabetes",2007,"Mentions once","['Lifestyle']","['Policy', 'Community solutions']","['Race = black', 'Gender = female', 'SES = poor']","Not mentioned and not implied","100","85","Mostly collective","-1","7",""
"urn:contentItem:4N51-98N0-TX2T-W1T7-00000-00",1063,"2007-02-26 00:00:00+00:00","Star Tribune","Diabetes",2007,"Slightly","Not mentioned and not implied","['Other behavior', 'Innovations/Technology']","{'Health Status': 'diabetes'}","Not mentioned and not implied","70","40","Mostly collective","3","5",""
"urn:contentItem:4PPH-9Y50-TX4Y-71MN-00000-00",477,"2007-09-19 00:00:00+00:00","Tampa Bay Times","Diabetes",2007,"Mostly","Not mentioned and not implied","['Medication', 'Other behavior', 'Community solutions']","{'Age': 'child', 'Gender': 'female'}","Not mentioned and not implied","70","40","Mostly individual","3","8",""
"urn:contentItem:4STT-22K0-TX2T-W1BM-00000-00",455,"2008-06-18 00:00:00+00:00","Star Tribune","Diabetes",2008,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","3",""
"urn:contentItem:4T40-YBG0-TX31-W0T6-00000-00",414,"2008-07-31 00:00:00+00:00","USA Today","Diabetes",2008,"Mostly","['Lifestyle']","['Diet', 'Exercise']","['Not mentioned and not implied']","80","90","20","Mostly individual","-7","9",""
"urn:contentItem:4T9D-HG90-TX2T-W1M0-00000-00",14292,"2008-08-17 00:00:00+00:00","Star Tribune","Diabetes",2008,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4S5B-KMJ0-TX2T-W0YW-00000-00",818,"2008-03-23 00:00:00+00:00","Star Tribune","Diabetes",2008,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:4T4W-NS40-TW8F-G19T-00000-00",2052,"2008-08-05 00:00:00+00:00","New York Times","Diabetes",2008,"Mentions once","['Not mentioned and not implied']","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7VF8-1DS1-2PBB-20KV-00000-00",1100,"2009-04-12 00:00:00+00:00","New York Times","Diabetes",2009,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:7VSV-1B81-2PBB-203W-00000-00",5206,"2009-05-27 00:00:00+00:00","New York Times","Diabetes",2009,"Mentions once","['Not mentioned and not implied']","['Medication']","['Age=youth']","Not mentioned and not implied","70","Not mentioned and not implied","Only individual","0","5",""
"urn:contentItem:7V25-0G40-Y8TC-S4K6-00000-00",820,"2009-02-19 00:00:00+00:00","New York Times","Diabetes",2009,"Slightly","Not mentioned and not implied","Community solutions","SES = poor","Not mentioned and not implied","Not mentioned and not implied","100","Mostly individual","0","5",""
"urn:contentItem:7V66-BJ50-Y8TC-S30X-00000-00",843,"2009-03-10 00:00:00+00:00","New York Times","Diabetes",2009,"Mentions once","Not mentioned and not implied","Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","3",""
"urn:contentItem:7TYF-G901-2R6T-T01C-00000-00",496,"2009-02-06 00:00:00+00:00","Tampa Bay Times","Diabetes",2009,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:7YF3-53K0-Y9NW-H087-00000-00",1585,"2010-05-09 00:00:00+00:00","Tampa Bay Times","Diabetes",2010,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","{'Gender': 'female', 'Age': 'older adults'}","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","3",""
"urn:contentItem:7Y03-2XX1-2R6T-T2SH-00000-00",6421,"2010-03-10 00:00:00+00:00","Tampa Bay Times","Diabetes",2010,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7XK5-9P10-Y8TC-S4T8-00000-00",264,"2010-01-18 00:00:00+00:00","New York Times","Diabetes",2010,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 (Neutral)","1 (Not at all)",""
"urn:contentItem:51DC-VYP1-DXY4-X3V4-00000-00",2142,"2010-11-06 00:00:00+00:00","New York Times","Diabetes",2010,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7YPN-KGR0-Y9KS-502R-00000-00",375,"2010-06-13 00:00:00+00:00","Star Tribune","Diabetes",2010,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","2",""
